feature,importance
signup_date_2024-09-16 00:00:00+00:00,0.00011898987700636562
signup_date_2024-07-14 00:00:00+00:00,0.00011781233999053512
signup_date_2025-03-22 00:00:00+00:00,0.00011743273359968184
signup_date_2024-04-09 00:00:00+00:00,0.00011711308105738474
signup_date_2025-09-09 00:00:00+00:00,0.00011690978955924721
signup_date_2024-04-27 00:00:00+00:00,0.00011595083542929516
signup_date_2024-03-05 00:00:00+00:00,0.00011587381231716253
signup_date_2024-07-16 00:00:00+00:00,0.00011504133710456271
signup_date_2024-09-08 00:00:00+00:00,0.00011166508579529822
signup_date_2024-05-07 00:00:00+00:00,0.00011146833589487924
signup_date_2024-03-30 00:00:00+00:00,0.00011065032613405739
signup_date_2024-06-18 00:00:00+00:00,0.00011050827435161637
signup_date_2024-07-05 00:00:00+00:00,0.0001104997552951472
signup_date_2024-08-25 00:00:00+00:00,0.00011030472873735789
signup_date_2024-04-12 00:00:00+00:00,0.00010847867050015412
signup_date_2024-02-14 00:00:00+00:00,0.00010765652929161894
signup_date_2024-04-10 00:00:00+00:00,0.0001073971062973796
signup_date_2024-04-22 00:00:00+00:00,0.00010735897046339843
signup_date_2024-03-19 00:00:00+00:00,0.00010655391103769439
signup_date_2024-03-14 00:00:00+00:00,0.0001058907768419166
signup_date_2024-10-04 00:00:00+00:00,0.00010456564619146602
signup_date_2024-05-01 00:00:00+00:00,0.00010456003875308382
signup_date_2024-03-18 00:00:00+00:00,0.00010322176022305965
signup_date_2024-05-02 00:00:00+00:00,0.00010209198207535734
signup_date_2024-06-15 00:00:00+00:00,0.00010208464756019292
signup_date_2024-06-09 00:00:00+00:00,0.00010050420286032532
signup_date_2024-12-03 00:00:00+00:00,0.00010043609588290372
signup_date_2024-05-05 00:00:00+00:00,0.00010035174261678094
signup_date_2024-04-16 00:00:00+00:00,9.939347082366849e-05
signup_date_2024-08-16 00:00:00+00:00,9.900760155320412e-05
signup_date_2025-08-26 00:00:00+00:00,9.86203170039711e-05
signup_date_2024-06-29 00:00:00+00:00,9.829097827854153e-05
signup_date_2024-07-17 00:00:00+00:00,9.826548683871575e-05
signup_date_2024-05-15 00:00:00+00:00,9.819914288875053e-05
signup_date_2024-04-04 00:00:00+00:00,9.8126954962634e-05
signup_date_2024-08-30 00:00:00+00:00,9.803602080262376e-05
signup_date_2024-06-13 00:00:00+00:00,9.733147758286902e-05
signup_date_2024-06-27 00:00:00+00:00,9.697304836745557e-05
signup_date_2024-10-19 00:00:00+00:00,9.456114413169481e-05
signup_date_2024-03-04 00:00:00+00:00,9.421702489871399e-05
signup_date_2024-06-25 00:00:00+00:00,9.156175542923533e-05
signup_date_2024-07-25 00:00:00+00:00,9.130701788620192e-05
signup_date_2024-07-15 00:00:00+00:00,9.037228099634722e-05
signup_date_2024-05-06 00:00:00+00:00,8.952336394699405e-05
signup_date_2024-06-06 00:00:00+00:00,8.935463603558127e-05
signup_date_2024-04-14 00:00:00+00:00,8.90166469134611e-05
signup_date_2024-05-12 00:00:00+00:00,8.860132809526365e-05
signup_date_2024-02-06 00:00:00+00:00,8.741135571760267e-05
signup_date_2024-03-07 00:00:00+00:00,8.619938915208021e-05
signup_date_2024-07-23 00:00:00+00:00,8.578768521597592e-05
signup_date_2024-11-07 00:00:00+00:00,8.536367817679536e-05
signup_date_2024-09-04 00:00:00+00:00,8.415251363802953e-05
signup_date_2024-10-24 00:00:00+00:00,8.409100304081026e-05
signup_date_2024-10-05 00:00:00+00:00,8.394453959548718e-05
signup_date_2024-09-30 00:00:00+00:00,8.388908813799213e-05
signup_date_2024-07-31 00:00:00+00:00,8.333514397792469e-05
signup_date_2024-03-01 00:00:00+00:00,8.23894822119715e-05
signup_date_2024-05-13 00:00:00+00:00,8.21657998884452e-05
signup_date_2024-09-18 00:00:00+00:00,8.203696810710091e-05
signup_date_2024-05-21 00:00:00+00:00,8.17611377508207e-05
signup_date_2024-08-26 00:00:00+00:00,8.160344009305549e-05
signup_date_2024-08-05 00:00:00+00:00,8.140749260797217e-05
signup_date_2024-06-05 00:00:00+00:00,7.772833657566931e-05
signup_date_2024-07-22 00:00:00+00:00,7.724173734720113e-05
signup_date_2024-09-22 00:00:00+00:00,7.705533811131126e-05
signup_date_2024-03-15 00:00:00+00:00,7.681644207125659e-05
signup_date_2024-08-22 00:00:00+00:00,7.546093493691608e-05
signup_date_2024-06-22 00:00:00+00:00,7.519917947919681e-05
signup_date_2024-07-20 00:00:00+00:00,7.503106971184431e-05
signup_date_2024-04-21 00:00:00+00:00,7.486498455256829e-05
signup_date_2024-03-03 00:00:00+00:00,7.463980728016442e-05
signup_date_2024-11-19 00:00:00+00:00,7.416689328877232e-05
signup_date_2024-09-19 00:00:00+00:00,7.402973747482094e-05
signup_date_2024-05-22 00:00:00+00:00,7.376678935597473e-05
signup_date_2024-08-08 00:00:00+00:00,7.369508285032765e-05
signup_date_2024-08-07 00:00:00+00:00,7.302289842189101e-05
signup_date_2024-07-10 00:00:00+00:00,7.294990734660532e-05
signup_date_2024-09-23 00:00:00+00:00,7.203087343995578e-05
signup_date_2025-02-12 00:00:00+00:00,7.1237834454077e-05
signup_date_2024-08-04 00:00:00+00:00,7.112298205117014e-05
signup_date_2024-08-28 00:00:00+00:00,7.045725247246777e-05
signup_date_2024-08-01 00:00:00+00:00,7.009508200380102e-05
signup_date_2024-09-01 00:00:00+00:00,6.991249785593304e-05
signup_date_2024-04-03 00:00:00+00:00,6.953008971247907e-05
signup_date_2024-06-16 00:00:00+00:00,6.89054085259267e-05
signup_date_2024-07-27 00:00:00+00:00,6.850903426130765e-05
signup_date_2024-07-01 00:00:00+00:00,6.842179203705603e-05
signup_date_2024-05-10 00:00:00+00:00,6.751012869916138e-05
signup_date_2024-06-30 00:00:00+00:00,6.689328828079373e-05
signup_date_2024-08-31 00:00:00+00:00,6.62540416997462e-05
signup_date_2024-11-12 00:00:00+00:00,6.506011265114201e-05
signup_date_2024-09-10 00:00:00+00:00,6.48359316625087e-05
signup_date_2024-04-02 00:00:00+00:00,6.477253065780333e-05
signup_date_2024-11-11 00:00:00+00:00,6.428036681265289e-05
signup_date_2024-07-21 00:00:00+00:00,6.406658228629562e-05
signup_date_2024-11-17 00:00:00+00:00,6.396965508394222e-05
signup_date_2024-11-04 00:00:00+00:00,6.391057739237182e-05
signup_date_2024-06-21 00:00:00+00:00,6.270514773887395e-05
signup_date_2024-08-06 00:00:00+00:00,6.246290632156036e-05
signup_date_2024-10-07 00:00:00+00:00,6.194295532547632e-05
signup_date_2024-05-23 00:00:00+00:00,6.157059753081446e-05
signup_date_2024-05-11 00:00:00+00:00,6.0878303929645444e-05
signup_date_2024-10-12 00:00:00+00:00,6.0525035909227646e-05
signup_date_2024-03-29 00:00:00+00:00,6.043425977494724e-05
signup_date_2024-08-12 00:00:00+00:00,6.0380625568161353e-05
signup_date_2024-04-20 00:00:00+00:00,6.016247427544813e-05
signup_date_2024-09-28 00:00:00+00:00,6.0057534488060254e-05
signup_date_2024-10-26 00:00:00+00:00,5.969112519365845e-05
signup_date_2024-11-13 00:00:00+00:00,5.870659235917487e-05
signup_date_2024-06-19 00:00:00+00:00,5.866474034309751e-05
signup_date_2024-11-14 00:00:00+00:00,5.844699583650209e-05
signup_date_2024-11-08 00:00:00+00:00,5.72366218175797e-05
signup_date_2024-09-24 00:00:00+00:00,5.691397372398841e-05
signup_date_2024-10-29 00:00:00+00:00,5.647625980651487e-05
signup_date_2024-09-29 00:00:00+00:00,5.635059806590474e-05
signup_date_2024-08-14 00:00:00+00:00,5.614304199994037e-05
signup_date_2024-08-15 00:00:00+00:00,5.609018193089772e-05
signup_date_2024-08-18 00:00:00+00:00,5.555910669739828e-05
signup_date_2024-06-01 00:00:00+00:00,5.520017267299428e-05
signup_date_2024-07-29 00:00:00+00:00,5.5159577002399614e-05
signup_date_2024-06-24 00:00:00+00:00,5.4905719243728435e-05
signup_date_2024-07-26 00:00:00+00:00,5.461079906630861e-05
signup_date_2024-11-05 00:00:00+00:00,5.460483711214242e-05
signup_date_2024-10-20 00:00:00+00:00,5.4060978060773173e-05
signup_date_2024-06-12 00:00:00+00:00,5.392164412963051e-05
signup_date_2024-06-10 00:00:00+00:00,5.346534663348649e-05
signup_date_2024-09-21 00:00:00+00:00,5.324448466983989e-05
signup_date_2024-10-15 00:00:00+00:00,5.172426148496853e-05
signup_date_2024-06-17 00:00:00+00:00,5.172202564544268e-05
signup_date_2024-10-13 00:00:00+00:00,5.1448572973000174e-05
signup_date_2024-10-23 00:00:00+00:00,5.141117883128023e-05
signup_date_2024-06-04 00:00:00+00:00,5.039431962375733e-05
signup_date_2024-10-06 00:00:00+00:00,5.0341829417588584e-05
signup_date_2024-09-25 00:00:00+00:00,5.0230151423244574e-05
signup_date_2024-09-20 00:00:00+00:00,5.019251406277235e-05
signup_date_2024-04-29 00:00:00+00:00,4.9355133987779115e-05
signup_date_2024-10-11 00:00:00+00:00,4.9052295611510514e-05
signup_date_2024-10-02 00:00:00+00:00,4.8667636908608177e-05
signup_date_2024-07-30 00:00:00+00:00,4.851419607016233e-05
signup_date_2025-01-05 00:00:00+00:00,4.746778836992121e-05
signup_date_2024-07-02 00:00:00+00:00,4.6007774789914425e-05
signup_date_2024-09-07 00:00:00+00:00,4.534857093451627e-05
signup_date_2024-09-09 00:00:00+00:00,4.52618242040891e-05
signup_date_2024-11-06 00:00:00+00:00,4.50106741953956e-05
signup_date_2024-08-02 00:00:00+00:00,4.453994606444652e-05
signup_date_2024-07-09 00:00:00+00:00,4.3713431341454084e-05
signup_date_2024-10-31 00:00:00+00:00,4.2743800451734376e-05
signup_date_2024-04-30 00:00:00+00:00,4.23477066237245e-05
signup_date_2024-07-12 00:00:00+00:00,4.226956697677559e-05
signup_date_2024-11-15 00:00:00+00:00,4.200036994380058e-05
signup_date_2024-08-13 00:00:00+00:00,4.1968302410393156e-05
signup_date_2024-07-18 00:00:00+00:00,4.130699515825986e-05
signup_date_2024-10-10 00:00:00+00:00,4.129844540527089e-05
signup_date_2024-05-09 00:00:00+00:00,4.049061641061074e-05
signup_date_2024-11-16 00:00:00+00:00,4.046314678999652e-05
signup_date_2024-10-01 00:00:00+00:00,4.040076462000744e-05
signup_date_2024-04-15 00:00:00+00:00,4.034339210099196e-05
signup_date_2024-08-29 00:00:00+00:00,4.013621913246421e-05
signup_date_2024-08-11 00:00:00+00:00,4.012581369031551e-05
signup_date_2024-07-11 00:00:00+00:00,3.916326064431382e-05
signup_date_2024-09-03 00:00:00+00:00,3.9039994853161694e-05
signup_date_2024-08-10 00:00:00+00:00,3.89317056937284e-05
signup_date_2024-05-27 00:00:00+00:00,3.795583730989293e-05
signup_date_2024-03-16 00:00:00+00:00,3.7574535357381645e-05
signup_date_2024-11-01 00:00:00+00:00,3.726034699081967e-05
signup_date_2024-12-15 00:00:00+00:00,3.703926122629898e-05
signup_date_2024-08-27 00:00:00+00:00,3.5965637775630375e-05
signup_date_2024-04-05 00:00:00+00:00,3.476044952380908e-05
signup_date_2024-10-30 00:00:00+00:00,3.4535143201197855e-05
signup_date_2024-08-20 00:00:00+00:00,3.4316230946971624e-05
signup_date_2024-11-22 00:00:00+00:00,3.4071476308048415e-05
signup_date_2024-09-13 00:00:00+00:00,3.245457299388774e-05
signup_date_2024-05-25 00:00:00+00:00,3.236910759752899e-05
signup_date_2024-12-24 00:00:00+00:00,3.214686823045521e-05
signup_date_2024-10-18 00:00:00+00:00,3.133337239134342e-05
signup_date_2024-11-02 00:00:00+00:00,3.1293252436215825e-05
signup_date_2024-09-26 00:00:00+00:00,3.092422537697674e-05
signup_date_2024-11-24 00:00:00+00:00,3.090350194606988e-05
signup_date_2024-09-27 00:00:00+00:00,3.0890968647401795e-05
signup_date_2024-11-21 00:00:00+00:00,3.0742057313382276e-05
signup_date_2024-06-26 00:00:00+00:00,2.9275901847796373e-05
signup_date_2024-10-22 00:00:00+00:00,2.8276743075547405e-05
signup_date_2024-09-05 00:00:00+00:00,2.7769855335177016e-05
signup_date_2024-12-02 00:00:00+00:00,2.699320161408223e-05
signup_date_2024-10-21 00:00:00+00:00,2.6931579058120054e-05
signup_date_2024-09-17 00:00:00+00:00,2.5905305070681343e-05
signup_date_2024-10-14 00:00:00+00:00,2.553659592773367e-05
signup_date_2025-05-14 00:00:00+00:00,2.489539676952878e-05
signup_date_2024-09-11 00:00:00+00:00,2.482393504056922e-05
signup_date_2024-10-08 00:00:00+00:00,2.452766430358274e-05
signup_date_2024-11-10 00:00:00+00:00,2.437166287554246e-05
signup_date_2024-12-01 00:00:00+00:00,2.415979585717754e-05
signup_date_2025-03-02 00:00:00+00:00,2.3809810776974707e-05
signup_date_2024-08-17 00:00:00+00:00,2.338479818711607e-05
signup_date_2024-10-25 00:00:00+00:00,2.328318564310911e-05
signup_date_2024-07-13 00:00:00+00:00,2.302186989652903e-05
signup_date_2024-11-09 00:00:00+00:00,2.2278907971237637e-05
signup_date_2024-10-28 00:00:00+00:00,2.1570830823771256e-05
signup_date_2024-07-19 00:00:00+00:00,2.1478946589876666e-05
signup_date_2024-10-09 00:00:00+00:00,2.1018964884769025e-05
signup_date_2024-08-03 00:00:00+00:00,2.0979855017472605e-05
signup_date_2024-12-04 00:00:00+00:00,2.021924641893203e-05
signup_date_2025-02-09 00:00:00+00:00,1.986659624674945e-05
signup_date_2024-10-03 00:00:00+00:00,1.9234071045663716e-05
signup_date_2025-05-31 00:00:00+00:00,1.860192234965004e-05
signup_date_2024-08-21 00:00:00+00:00,1.835531292441527e-05
signup_date_2024-11-03 00:00:00+00:00,1.722953729950862e-05
signup_date_2024-12-13 00:00:00+00:00,1.7018568855441185e-05
signup_date_2024-11-25 00:00:00+00:00,1.6391438028479346e-05
signup_date_2024-12-10 00:00:00+00:00,1.5967969389347065e-05
signup_date_2025-01-27 00:00:00+00:00,1.554089371205523e-05
signup_date_2024-11-27 00:00:00+00:00,1.4055110210875331e-05
signup_date_2024-06-02 00:00:00+00:00,1.3799218085217346e-05
signup_date_2024-07-04 00:00:00+00:00,1.3494634788780246e-05
signup_date_2024-10-17 00:00:00+00:00,1.1816235165190803e-05
signup_date_2024-11-30 00:00:00+00:00,1.1761812729427872e-05
signup_date_2024-06-03 00:00:00+00:00,1.1647418259361359e-05
signup_date_2024-11-18 00:00:00+00:00,1.0100951891963132e-05
signup_date_2024-11-29 00:00:00+00:00,9.013859883780108e-06
signup_date_2025-01-30 00:00:00+00:00,8.83814730232862e-06
signup_date_2024-09-02 00:00:00+00:00,7.980627373245934e-06
signup_date_2024-11-23 00:00:00+00:00,7.815183415365014e-06
signup_date_2025-03-17 00:00:00+00:00,7.462275526877932e-06
signup_date_2024-08-24 00:00:00+00:00,6.6966087046493894e-06
signup_date_2025-04-03 00:00:00+00:00,6.693207920487393e-06
signup_date_2024-11-26 00:00:00+00:00,6.434464198684903e-06
signup_date_2024-11-28 00:00:00+00:00,5.897733000157958e-06
signup_date_2024-09-14 00:00:00+00:00,5.871900414467167e-06
signup_date_2025-03-13 00:00:00+00:00,5.579143233113911e-06
signup_date_2025-02-04 00:00:00+00:00,5.3846900358872414e-06
signup_date_2024-07-28 00:00:00+00:00,4.378856256788987e-06
signup_date_2024-12-29 00:00:00+00:00,3.950130690858354e-06
signup_date_2024-10-27 00:00:00+00:00,3.2507429437259687e-06
signup_date_2025-05-17 00:00:00+00:00,2.987490606294786e-06
signup_date_2024-11-20 00:00:00+00:00,2.6538992746682622e-06
signup_date_2024-12-25 00:00:00+00:00,2.359122249664388e-06
signup_date_2025-02-18 00:00:00+00:00,2.0040256995875613e-06
signup_date_2025-02-07 00:00:00+00:00,4.371210458986409e-08
signup_date_2025-04-13 00:00:00+00:00,0.0
signup_date_2025-06-27 00:00:00+00:00,0.0
signup_date_2025-07-01 00:00:00+00:00,0.0
signup_date_2025-06-23 00:00:00+00:00,0.0
signup_date_2025-06-22 00:00:00+00:00,0.0
signup_date_2025-06-05 00:00:00+00:00,0.0
signup_date_2025-06-07 00:00:00+00:00,0.0
signup_date_2025-06-21 00:00:00+00:00,0.0
signup_date_2025-06-18 00:00:00+00:00,0.0
signup_date_2025-05-18 00:00:00+00:00,0.0
signup_date_2025-04-01 00:00:00+00:00,0.0
signup_date_2024-12-23 00:00:00+00:00,0.0
signup_date_2024-12-07 00:00:00+00:00,0.0
signup_date_2025-08-21 00:00:00+00:00,0.0
signup_date_2025-07-20 00:00:00+00:00,0.0
signup_date_2025-09-01 00:00:00+00:00,0.0
signup_date_2025-08-19 00:00:00+00:00,0.0
